parameter_id,parameter_name,material_or_system,value,status,unit,source_title,source_url_or_doi,evidence_type,notes
P193,hcpb_v3_ob4_case_3D_4D_region_integrated_power,EU DEMO HCPB V3 equatorial OB4 slice and module,"13 region rows with slice neutron/photon/total power; module neutron/photon/total power; DEMO total power",extracted,W,Integrated multi-physics design tool for fusion breeding blanket systems - development and validation,https://d-nb.info/1218599758/34,dissertation_integral_validation_table,"Table A.9 was visually checked against the rendered PDF and exported to data/apd006_v3_appendix_power_validation/table_A9_case_3D_4D_region_power.csv. These are region-integrated validation totals for the poloidal-reflecting/toroidal-white case, not voxel training labels."
P194,hcpb_v3_ob4_ordered_slice_region_integrated_power,EU DEMO HCPB V3 full heterogeneous OB4,"11 ordered slice categories x 13 material regions plus grand totals",extracted,W,Integrated multi-physics design tool for fusion breeding blanket systems - development and validation,https://d-nb.info/1218599758/34,dissertation_ordered_slice_integral_validation,"Tables A.10-A.12 were visually checked against the rendered PDF. Slice labels preserve published top-to-bottom order only; no numerical poloidal coordinate is assigned. Rounded region sums close to published totals within 0.143%."
P195,hcpb_v3_ob4_slice_CAD_CSG_volume_acceptance,EU DEMO HCPB V3 equatorial OB4 slice,"CAD total=5.89e4; MCNP total=5.89e4; overall difference=0.01; cell range=-0.73 to +0.81",extracted,"cm3;percent",Integrated multi-physics design tool for fusion breeding blanket systems - development and validation,https://d-nb.info/1218599758/34,dissertation_geometry_validation,"Section 3.2.1 and Table A.1 report the HCPB slice BRep-to-CSG volume check. Rounded total volumes alone do not reconstruct the geometry; they define an acceptance target for a future source model."
P196,fng_hcpb_dt_source_energy_and_distance,FNG HCPB TBM mock-up,"nominal energy=14; source to front face=5.3",extracted,"MeV;cm",FNG HCPB Tritium Breeder Module Mock-up SINBAD abstract,https://www.oecd-nea.org/science/wprs/shielding/sinbad/fng_hcpb/fnghcpb-a.htm,experimental_benchmark_description,"The real angular and angle-dependent energy distributions require SINBAD source tables/routine; a monoenergetic point source must not be substituted silently."
P197,fng_hcpb_front_box_geometry_and_materials,FNG HCPB TBM mock-up,"external=31.0x29.0x30.9; wall=0.5; rho_AISI303=7.954; rho_Be=1.85; Li2CO3 layer=1.2; separator=0.1; rho_Li2CO3=1.123",extracted,"cm;g/cm3",FNG HCPB Tritium Breeder Module Mock-up SINBAD abstract,https://www.oecd-nea.org/science/wprs/shielding/sinbad/fng_hcpb/fnghcpb-a.htm,experimental_benchmark_description,"Public abstract values; complete detector channels and exact layer placements remain in the licensed package input."
P198,fng_hcpb_rear_box_geometry_and_breeder_inventory,FNG HCPB TBM mock-up,"external=31.0x14.8x30.9; wall=0.5; Li2CO3 mass=11690.4+/-0.1; density=0.9413",extracted,"cm;g;g/cm3",FNG HCPB Tritium Breeder Module Mock-up SINBAD abstract,https://www.oecd-nea.org/science/wprs/shielding/sinbad/fng_hcpb/fnghcpb-a.htm,experimental_benchmark_description,"Rear cassette uses AISI316 and natural-lithium Li2CO3 powder."
P199,fng_hcpb_measurement_families_and_depths,FNG HCPB TBM mock-up,"depths about 4.2,10.5,16.8,23.1; activation rates; TPR; TLD-300 nuclear heating",extracted,"cm;measurement families",FNG HCPB Tritium Breeder Module Mock-up SINBAD abstract,https://www.oecd-nea.org/science/wprs/shielding/sinbad/fng_hcpb/fnghcpb-a.htm,experimental_benchmark_description,"The public abstract identifies measurement families and approximate depths. Machine-readable values and uncertainties require the SINBAD package; nuclear heating values are not listed in the public table inventory."
P200,fng_hcpb_machine_readable_source_geometry_and_measurements,FNG HCPB TBM mock-up,"NEA-1939 licensed SINBAD V2 package",blocked_licensed_package_access,"MCNP input; source routine; tables",SINBAD Version 2 NEA-1939,https://www.oecd-nea.org/jcms/pl_32139/sinbad-shielding-integral-benchmark-archive-and-database,external_data_access_gate,"Legacy abstract labels the benchmark unrestricted, but direct attachment URLs are retired. Current SINBAD V2 distribution requires licensed request through NEA Data Bank or RSICC."
P201,iaea_2025_hcpb_radial_layer_contract,Homogenized HCPB outer blanket,"FW armour=2; FW structures=20; BZ=512; back-plate=30; purge-gas manifold=88; BSS manifold=342; total=994",extracted,mm,OpenMC-based Parametric Neutronic Assessment of Fusion Breeding Blankets for Compact D-T Reactor Configurations,https://conferences.iaea.org/event/406/contributions/37094/,IAEA_presentation_parameter_table,"Slide 11 was visually checked. The six radial percentages are 0.20/2.01/51.51/3.02/8.85/34.41 and sum to 100.00%."
P202,iaea_2025_hcpb_homogenized_material_fractions,Homogenized HCPB outer blanket,"FW armour W=100; FW structures Eurofer/He=57.3/42.7; BZ Eurofer/He/TiBe12/ACB=14.3/26.1/49.3/10.3; back-plate=80.2/9.0/10.8; purge manifold=37.9/56.0/6.1; BSS=46.7/52.1/1.2",extracted,volume_percent,OpenMC-based Parametric Neutronic Assessment of Fusion Breeding Blankets for Compact D-T Reactor Configurations,https://conferences.iaea.org/event/406/contributions/37094/,IAEA_presentation_parameter_table,"Slide 11 attributes the HCPB OB fractions to Noce 2021 (DOI 10.1016/j.fusengdes.2021.112428). Every listed region closes to 100%."
P203,iaea_2025_hcpb_operating_and_source_context,Parametric compact D-T reactor HCPB,"ACB=Li4SiO4 plus about 35 mol% Li2TiO3; coolant He 8 MPa 300-520 C; purge He 0.2 MPa 450 C; fusion power=1000 MW; source=3.55e20 n/s",extracted,"mol_percent;MPa;degC;MW;n/s",OpenMC-based Parametric Neutronic Assessment of Fusion Breeding Blankets for Compact D-T Reactor Configurations,https://conferences.iaea.org/event/406/contributions/37094/,IAEA_presentation_model_context,"Slides 4 and 15 state the operating context and source normalization. The source is only described as a simple D-T plasma source; its spatial/angular distribution is not published in the slides."
P204,iaea_2025_hcpb_region_average_power_density,Homogenized HCPB outer blanket,"first wall=71.12; structures=13.83; breeder=6.47; back-plate=1.03; purge-gas manifold=0.31; BSS=0.07; outer structures=0.03",extracted,MW/m3,OpenMC-based Parametric Neutronic Assessment of Fusion Breeding Blankets for Compact D-T Reactor Configurations,https://conferences.iaea.org/event/406/contributions/37094/,IAEA_presentation_region_average_result,"Slide 21 was visually checked column by column. The 20.40 MW/m3 breeder value belongs to WCCB, not HCPB. These are presentation-level region averages without raw tally uncertainty or region-volume files."
P205,iaea_2025_hcpb_integral_neutronics_targets,Homogenized HCPB outer blanket,"TBR=1.39; EM=1.34; first structural layer DPA=24.04",extracted,"dimensionless;dimensionless;DPA",OpenMC-based Parametric Neutronic Assessment of Fusion Breeding Blankets for Compact D-T Reactor Configurations,https://conferences.iaea.org/event/406/contributions/37094/,IAEA_presentation_integral_result,"Slides 18, 19 and 22 were visually checked. These values are acceptance targets for the authors' preliminary homogenized model, not experimental or engineering thermal validation."
P206,aurora_hcpb_demonstration_transport_approximations,AURORA DEMO-like HCPB proof-of-concept,"energy spectrum=default Watt; photon transport=off; tally=heating-local; variance reduction=none",extracted,"method configuration",Scalable multi-physics for fusion reactors with AURORA,https://doi.org/10.1088/1361-6587/aca998,open_multiphysics_benchmark_configuration,"Section 3.1 explicitly states these settings and warns that the results are a software demonstration rather than realistic physics analysis. The Watt source and local photon-deposition approximation must not be relabelled as a D-T fusion HCPB heat-source model."
P207,hcpb_pcd_acb_packing_enrichment_and_mix,EU DEMO HCPB PCD breeder pins,"packing factor about 64; Li6 enrichment 60; reference mix Li4SiO4/Li2TiO3=65/35",extracted,percent,The European DEMO Helium Cooled Pebble Bed Breeding Blanket: Design Status at the Conclusion of the Pre-Concept Design Phase,https://doi.org/10.3390/en16145377,peer_reviewed_design_parameter,"Section 2.2.2 states the packing factor, Li6 enrichment and reference ACB mix. These are PCD fuel-breeder-pin values, not universal ceramic-bed constants."
P208,hcpb_pcd_outboard_pin_pitch_and_multiplier_gap,EU DEMO HCPB PCD outboard breeder zone,"triangular pin pitch=125; TiBe12 block gap=10 and reducible to at least 5",extracted,mm,The European DEMO Helium Cooled Pebble Bed Breeding Blanket: Design Status at the Conclusion of the Pre-Concept Design Phase,https://doi.org/10.3390/en16145377,peer_reviewed_design_parameter,"Section 2.2.2 and Figure 8 define the OB pitch and multiplier-block gap. The public Hypnos sample uses 135 mm pin spacing and therefore is not an exact PCD OB configuration."
P209,hcpb_pcd_first_wall_structure_and_armour_thickness,EU DEMO HCPB PCD first wall,"Eurofer structure=20; tungsten/Eurofer functional graded coating=2",extracted,mm,The European DEMO Helium Cooled Pebble Bed Breeding Blanket: Design Status at the Conclusion of the Pre-Concept Design Phase,https://doi.org/10.3390/en16145377,peer_reviewed_design_parameter,"Section 2.2.2 states a 20 mm U-shaped actively cooled plate with 2 mm functional graded coating. The Hypnos sample first-wall thickness of 30 mm is not promoted as this literature configuration."
P210,hcpb_pcd_central_outboard_heat_flux_and_channel_dimensions,EU DEMO HCPB PCD central outboard first wall,"heat flux bottom/equatorial/top=0.31/0.27/0.23; COB1-16 channels=12x12; COB17.1=13x13",extracted,"MW/m2;mm",The European DEMO Helium Cooled Pebble Bed Breeding Blanket: Design Status at the Conclusion of the Pre-Concept Design Phase,https://doi.org/10.3390/en16145377,peer_reviewed_design_parameter,"Section 2.2.2 and Table 3 give the location-dependent FW heat flux and channel dimensions. These surface loads are separate from volumetric nuclear heating."
P211,hcpb_pcd_cob4_region_envelope,EU DEMO HCPB PCD central outboard region 4,"toroidal width=1480; poloidal height=625; radial sidewall length=474",extracted,mm,The European DEMO Helium Cooled Pebble Bed Breeding Blanket: Design Status at the Conclusion of the Pre-Concept Design Phase,https://doi.org/10.3390/en16145377,peer_reviewed_design_parameter,"COB has a constant 1480 mm toroidal width and shares the published poloidal/radial dimensions of the corresponding outboard row. The region label COB4 is retained explicitly; these values must not be generalized to every blanket segment."
P212,hcpb_pcd_pin_cross_section_text_figure_discrepancy,EU DEMO HCPB PCD fuel-breeder pin,"shared: pressure tube ID=70 and wall=4, inner cladding ID=16 and wall=6, breeder radial thickness=16; Figure 1: outer cladding OD=64 and coolant gap=3; article text: outer cladding ID=60 and wall=3, implying OD=66 and coolant gap=2",blocked_source_discrepancy,mm,Engineering Design of the European DEMO HCPB Breeding Blanket Breeder Zone Mockup; Experimental Thermal-Hydraulic Testing of a Mock-Up of the Fuel-Breeder Pin Concept for the EU-DEMO HCPB Breeding Blanket,https://doi.org/10.3390/app13042081,peer_reviewed_cross_source_discrepancy,"The 6x-rendered Figure 1 C-C and the later article text agree on the inner coolant/cladding and pressure tube but disagree by 2 mm on outer-cladding OD and by 1 mm on radial coolant gap. No exact Hypnos pin cross-section may be generated until the design revision or intended variant is identified."
P213,acb_keff_experiment_material_and_envelope,Advanced Ceramic Breeder pebble bed,"Li4SiO4 plus 20,25,30 mol% Li2TiO3; theoretical density=2.54,2.58,2.62; pebble size=0.25-1.25; pebble relative density=93.0,93.3,93.5; initial packing factor=64.2; He pressure=0.12,0.2,0.4; compressive load=0 to 6; temperature=20 to 700",extracted,"mol_percent;g/cm3;mm;percent;MPa;MPa;degC",Effective thermal conductivity of advanced ceramic breeder pebble beds,https://doi.org/10.1016/j.fusengdes.2017.01.026,peer_reviewed_experiment,"Table 1 and the experimental procedure were checked in the accepted manuscript. The common ACB correlations pool the investigated 20-30 mol% Li2TiO3 compositions; they are not a direct measurement of the 35 mol% PCD material."
P214,acb_keff_linear_correlation_04MPa,Advanced Ceramic Breeder pebble bed in helium,"k=0.927+4.17e-4*T_C",extracted,W/m/K,Effective thermal conductivity of advanced ceramic breeder pebble beds,https://doi.org/10.1016/j.fusengdes.2017.01.026,experimental_fit,"Equation 3.10; T_C in degC; 20 to 700 degC; helium at 0.4 MPa absolute; applies to the ACB experiment envelope in P213."
P215,acb_keff_linear_correlation_02MPa,Advanced Ceramic Breeder pebble bed in helium,"k=0.912+3.37e-4*T_C",extracted,W/m/K,Effective thermal conductivity of advanced ceramic breeder pebble beds,https://doi.org/10.1016/j.fusengdes.2017.01.026,experimental_fit,"Equation 3.11; T_C in degC; 20 to 700 degC; helium at 0.2 MPa absolute; applies to the ACB experiment envelope in P213."
P216,acb_keff_linear_correlation_012MPa,Advanced Ceramic Breeder pebble bed in helium,"k=0.879+3.01e-4*T_C",extracted,W/m/K,Effective thermal conductivity of advanced ceramic breeder pebble beds,https://doi.org/10.1016/j.fusengdes.2017.01.026,experimental_fit,"Equation 3.12; T_C in degC; 20 to 700 degC; helium at 0.12 MPa absolute; applies to the ACB experiment envelope in P213."
P217,acb_keff_measurement_uncertainty,Advanced Ceramic Breeder pebble bed,"plus/minus 10; lower uncertainty band recommended for design",extracted,percent,Effective thermal conductivity of advanced ceramic breeder pebble beds,https://doi.org/10.1016/j.fusengdes.2017.01.026,experimental_uncertainty,"The accepted manuscript states that Eqs. 3.10-3.17 are affected by plus/minus 10% uncertainty and that the lower band is more representative for blanket design."
P218,hcpb_pcd_acb35_keff_composition_transfer,EU DEMO HCPB PCD 65/35 ACB pebble bed,"target Li2TiO3=35; measured correlation envelope=20 to 30",blocked_outside_measured_composition,mol_percent,The European DEMO Helium Cooled Pebble Bed Breeding Blanket: Design Status at the Conclusion of the Pre-Concept Design Phase; Effective thermal conductivity of advanced ceramic breeder pebble beds,https://doi.org/10.3390/en16145377,peer_reviewed_cross_source_applicability_gap,"P207 fixes the PCD reference material at 35 mol% Li2TiO3, whereas P213-P217 directly cover 20-30 mol%. The published ACB correlation may be used only as a neighbouring-composition uncertainty branch until a direct 35 mol% property source is admitted."
P219,eurofer97_density,EUROFER97,"7750",extracted,kg/m3,Finite Element Formulation of Nonlinear Thermal Conductivity Problems with Applications to Nuclear Fusion,https://doi.org/10.5772/intechopen.1008442,peer_reviewed_material_property,"Equation E1 in the open chapter; used as a literature implementation source for the nonlinear heat equation."
P220,eurofer97_thermal_conductivity_polynomial,EUROFER97,"k=0.190706*T_K-4.3053e-4*T_K^2+3.817e-7*T_K^3-1.158e-10*T_K^4",extracted,W/m/K,Finite Element Formulation of Nonlinear Thermal Conductivity Problems with Applications to Nuclear Fusion,https://doi.org/10.5772/intechopen.1008442,peer_reviewed_material_function,"Equation E2; T_K in K. The chapter attributes the Eurofer97 temperature dependence to Mergia and Boukos (DOI 10.1016/j.jnucmat.2007.03.267)."
P221,eurofer97_specific_heat_polynomial,EUROFER97,"cp=2.696*T_K-0.00496*T_K^2+3.303e-6*T_K^3",extracted,J/kg/K,Finite Element Formulation of Nonlinear Thermal Conductivity Problems with Applications to Nuclear Fusion,https://doi.org/10.5772/intechopen.1008442,peer_reviewed_material_function,"Equation E3; T_K in K. The coefficient is recorded exactly as 3.303e-6 in the directly cached open chapter, not silently replaced by variants in secondary summaries."
